Gene symbol,Description,Astrocytes,Neuron,Oligodendrocyte Precursor Cell,Newly Formed Oligodendrocyte,Myelinating Oligodendrocytes,Microglia,Endothelial Cells
1700034H14Rik,,8.9,3.6,9.7,6.9,2.8,2.1,6.3
1700034H15Rik,,0.3,0.4,0.2,0.1,0.1,0.1,0.1
1700034I23Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700034J05Rik,Uncharacterized protein C12orf71 homolog,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700034K08Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700034O15Rik,Uncharacterized protein C7orf34 homolog,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700034P13Rik,,0.4,0.4,0.2,0.2,0.1,0.1,0.2
1700036G14Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700037C18Rik,Uncharacterized protein C16orf90 homolog,0.4,1.3,1.7,1.4,1.6,1.6,1.2
1700037H04Rik,UPF0687 protein C20orf27 homolog,5.7,20.3,14.0,9.1,5.8,10.1,4.4
1700039E15Rik,Transporter,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700040I03Rik,,6.3,3.0,6.3,4.5,7.9,2.6,8.2
1700040L02Rik,Uncharacterized protein C10orf107 homolog,0.4,0.4,0.1,0.1,0.1,0.1,0.1
1700040N02Rik,,0.3,0.1,0.5,1.3,0.2,0.1,0.1
1700041C23Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700041M19Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700042B14Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700042G07Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700042G15Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700044K03Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700045H11Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700045I19Rik,,6.0,2.7,2.6,0.6,0.1,0.1,0.1
1700047G03Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700047I17Rik2,Protein FAM177A1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700047L14Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700047M11Rik,,0.1,0.1,4.0,39.2,33.1,0.2,0.1
1700048O20Rik,,1.5,2.4,2.6,1.6,0.2,0.3,0.9
1700049E15Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700049E22Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700049G17Rik,,1.7,0.6,1.1,0.3,0.1,0.1,0.3
1700049L16Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700052I22Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700052K11Rik,,0.9,1.4,1.4,1.1,1.5,0.8,2.8
1700052N19Rik,UPF0364 protein C6orf211 homolog,3.2,1.1,4.6,2.9,1.8,2.6,3.9
1700054K19Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700054N08Rik,,0.5,5.8,2.1,1.2,1.2,0.5,1.2
1700054O13Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700055C04Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700055N04Rik,Aldehyde dehydrogenase,0.1,0.1,0.1,0.2,0.2,0.1,0.1
1700056E22Rik,,0.6,0.1,0.7,0.5,0.4,0.2,0.4
1700057G04Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700057H15Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700057K13Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700058G18Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700060C20Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700061F12Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700061G19Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700061I17Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700061J05Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700063A18Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700063D05Rik,,0.5,0.1,0.1,0.2,0.1,0.1,0.1
1700065D16Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700065I16Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700065I17Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700065J11Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700065J18Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700066B17Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700066B19Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700066M21Rik,UPF0565 protein C2orf69 homolog,10.6,3.0,19.1,9.6,4.0,0.2,1.6
1700066O22Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700067G17Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700067K01Rik,UPF0575 protein C19orf67 homolog,0.2,0.1,0.1,0.1,0.1,0.1,0.1
1700067P10Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700069L16Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700069P05Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700071K01Rik,Prohibitin,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700072B07Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700072E05Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700073E17Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700074P13Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700080E11Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700080N15Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700080O16Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700081H04Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700081L11Rik,,15.9,18.8,14.8,10.8,2.5,8.9,11.4
1700084C01Rik,Coiled-coil domain-containing protein C1orf110 homolog,25.2,1.8,3.1,0.5,0.8,0.2,0.3
1700084E18Rik,,0.3,0.2,0.3,0.2,0.2,0.3,1.2
1700084J12Rik,,0.2,0.1,0.1,0.1,0.1,0.1,0.1
1700085B03Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700086L19Rik,,8.4,29.2,92.3,24.3,4.3,0.3,0.3
1700086O06Rik,,1.1,1.0,0.9,0.9,1.0,0.4,2.8
1700088E04Rik,UPF0193 protein EVG1 homolog,1.4,0.7,1.4,0.5,0.3,0.3,0.8
1700090G07Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700092M07Rik,,0.6,0.1,0.1,0.2,0.1,0.1,0.3
1700093K21Rik,Uncharacterized protein C2orf74 homolog,0.2,0.2,0.1,0.1,0.1,0.1,0.1
1700094D03Rik,Uncharacterized protein C1orf189 homolog,3.9,1.4,1.7,1.4,0.5,0.8,1.5
1700094J05Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700095B10Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700095B22Rik,,0.5,0.3,0.6,0.1,0.1,0.1,0.1
1700096J18Rik,,0.1,0.2,0.1,0.1,0.1,0.1,0.1
1700096K18Rik,,2.0,0.6,3.7,2.7,1.9,1.4,1.7
1700101E01Rik,,0.2,0.1,0.1,0.1,0.1,0.1,0.1
1700102P08Rik,Uncharacterized protein C3orf62 homolog,0.4,0.9,0.4,0.3,0.1,0.3,0.4
1700106J16Rik,Coiled-coil domain-containing protein 182,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700106N22Rik,,2.8,2.8,3.0,1.8,1.6,1.2,1.8
1700108F19Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.8
1700108J01Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700108M19Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700109F18Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700109G14Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700109H08Rik,,1.6,0.5,0.6,0.5,0.1,0.2,0.4
1700110I01Rik,,0.1,0.1,0.4,0.1,0.1,3.0,0.1
1700110K17Rik,,0.1,0.1,0.1,0.1,0.1,0.2,0.1
1700110M21Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700111N16Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700112E06Rik,Leucine-rich repeat-containing protein C10orf11 homolog,0.1,0.1,1.4,1.9,0.5,2.0,0.1
1700112H15Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700113H08Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700113I22Rik,,1.7,0.3,1.4,0.2,0.1,0.3,0.6
1700119H24Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700120K04Rik,,1.4,1.0,0.6,0.5,0.2,1.0,0.5
1700121N20Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700123I01Rik,Uncharacterized protein C11orf85 homolog,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700123K08Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700123L14Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700123M08Rik,,0.5,0.7,0.9,0.3,0.3,0.4,0.6
1700123O20Rik,Uncharacterized protein C14orf119 homolog,8.9,9.1,11.0,10.1,8.3,6.4,20.5
1700125D06Rik,,0.1,0.1,0.1,0.1,0.2,0.1,0.2
1700125G02Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700125G22Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700125H03Rik,,0.8,0.1,0.1,0.2,0.1,0.1,0.1
1700125H20Rik,Uncharacterized protein C17orf64 homolog,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700126H18Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700128F08Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700129C05Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1810006J02Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.7
1810006K21Rik,,28.5,45.9,80.8,97.5,108.2,73.5,97.6
1810007D17Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1810007I06Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1810008A18Rik,,4.1,8.5,7.8,9.1,7.4,8.2,4.3
1810009A15Rik,,6.6,5.2,10.2,10.9,10.2,8.1,22.0
1810009J06Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1810010D01Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1810010H24Rik,UPF0450 protein C17orf58 homolog,7.4,2.1,12.0,2.3,0.5,3.3,0.2
1810011H11Rik,,0.1,0.1,0.7,0.1,0.1,29.7,0.1
1810011O10Rik,Uncharacterized protein C8orf4 homolog,7.5,3.2,1.3,0.1,0.1,10.0,40.3
1810012P15Rik,,0.6,4.4,1.9,1.4,1.2,0.6,0.5
1810013D10Rik,,14.6,6.9,19.4,18.7,22.1,11.4,10.5
1810013L24Rik,UPF0472 protein C16orf72 homolog,21.4,14.7,10.0,8.1,3.7,4.1,12.5
1810014B01Rik,,2.5,0.7,4.3,2.0,0.6,1.0,1.2
1810014F10Rik,,7.7,7.0,10.6,4.2,4.8,2.4,3.1
1810018F18Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1810019D21Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.2
1810019J16Rik,,0.1,0.2,0.1,0.1,0.1,0.1,0.1
1810020D17Rik,,13.6,10.0,16.6,24.6,35.9,6.2,11.5
1810021B22Rik,,0.5,0.1,0.6,0.3,0.5,1.1,0.1
1810022K09Rik,Uncharacterized protein C8orf59 homolog,0.5,1.3,1.0,0.5,1.0,0.3,2.4
1810024B03Rik,,2.4,0.7,2.5,3.2,2.8,4.1,3.7
1810026B05Rik,,16.2,15.2,7.9,8.4,4.7,3.9,11.9
1810026J23Rik,Uncharacterized protein C19orf52 homolog,13.4,26.1,21.5,20.6,11.8,10.2,11.6
1810027O10Rik,,47.1,37.4,67.5,112.6,118.9,68.3,128.9
1810029B16Rik,,3.6,4.2,4.3,6.5,5.0,1.3,3.4
1810030J14Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1810030N24Rik,,5.1,5.3,10.3,9.6,10.9,2.0,6.2
1810030O07Rik,Uncharacterized protein CXorf38 homolog,5.7,4.9,8.1,5.5,2.3,6.1,6.6
1810031K17Rik,,10.2,13.6,15.5,18.6,15.9,32.2,27.6
1810032O08Rik,,2.1,3.8,2.4,2.9,0.9,8.1,6.1
1810033B17Rik,,0.1,0.2,0.1,0.1,0.1,1.0,0.1
1810035I16Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1810035L17Rik,,15.6,21.9,28.2,32.7,31.5,19.4,50.8
1810037I17Rik,Uncharacterized protein C4orf3 homolog,23.3,11.7,33.7,60.6,89.8,15.1,76.6
1810041L15Rik,Uncharacterized protein KIAA1644,1.2,5.4,24.2,104.4,17.5,0.4,0.1
1810043G02Rik,Protein C21orf2 homolog,5.7,8.7,5.0,2.6,2.3,9.9,5.8
1810043H04Rik,Uncharacterized protein C17orf89 homolog,4.8,5.2,10.5,7.5,9.7,12.5,15.6
1810044D09Rik,,2.2,1.3,1.6,3.2,5.3,1.7,2.1
1810046J19Rik,,10.3,30.1,32.4,53.7,72.1,28.6,30.3
1810046K07Rik,Uncharacterized protein C11orf53 homolog,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1810048J11Rik,,4.9,5.8,5.3,3.8,2.1,1.1,1.6
1810049H13Rik,,1.4,2.1,1.5,1.0,1.9,2.9,1.6
1810053B23Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1810055G02Rik,Uncharacterized protein C11orf24 homolog,10.2,8.4,13.7,8.9,6.4,3.5,0.7
1810058I24Rik,,1.0,1.1,2.4,4.1,2.8,1.4,1.1
1810062G17Rik,,0.3,0.1,0.1,0.1,0.1,0.1,0.5
1810062O18Rik,,0.3,0.4,0.2,0.3,0.1,0.4,0.1
1810063B05Rik,,4.9,6.2,11.6,8.5,9.2,5.4,9.8
1810063B07Rik,,1.7,1.2,2.5,1.3,1.8,5.9,7.3
1810064F22Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1810065E05Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1810074P20Rik,,12.8,4.2,8.9,6.2,2.6,2.8,7.0
2010001E11Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2010001M06Rik,,0.3,0.7,0.1,0.1,0.4,0.4,0.1
2010001M09Rik,,1.4,0.1,0.1,0.1,0.3,0.7,0.1
2010002M12Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2010002N04Rik,,15.6,0.8,4.1,0.9,2.3,31.9,2.3
2010003K11Rik,Uncharacterized protein C11orf86 homolog,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2010003K15Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2010005H15Rik,,0.1,0.1,0.1,0.1,0.1,0.4,0.2
2010007H12Rik,,6.1,6.6,8.9,7.9,6.7,8.0,8.1
2010009K17Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2010011I20Rik,,15.4,10.7,3.1,0.5,0.8,4.4,8.6
2010012O05Rik,UPF0693 protein C10orf32 homolog,5.7,9.3,8.0,5.7,3.5,3.1,4.2
2010015L04Rik,Uncharacterized protein KIAA1751 homolog,1.1,1.9,1.9,0.6,0.3,5.4,0.1
2010016I18Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2010106E10Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2010106G01Rik,,15.4,7.3,22.8,11.7,3.8,7.5,25.9
2010107E04Rik,6.8 kDa mitochondrial proteolipid,54.7,101.4,104.8,98.8,115.4,86.6,204.1
2010107G12Rik,,0.3,0.2,0.2,0.1,0.1,0.1,0.1
2010107G23Rik,Uncharacterized protein C10orf35 homolog,0.4,10.1,4.4,1.9,0.8,0.4,0.3
2010107H07Rik,,0.9,2.6,3.0,2.9,1.3,6.2,4.7
2010109I03Rik,,0.1,0.1,0.1,0.1,0.1,0.4,0.1
2010109K11Rik,,2.3,3.3,3.9,2.3,1.5,1.8,3.3
2010110P09Rik,,0.4,0.1,0.3,0.1,0.2,1.0,9.4
2010111I01Rik,Aminopeptidase O,0.7,1.7,1.4,1.9,1.4,2.3,4.7
2010204K13Rik,,0.4,1.3,1.2,0.2,0.8,0.5,1.0
2010300C02Rik,,0.1,1.7,2.7,0.5,0.9,1.0,1.8
2010305A19Rik,,1.8,2.8,1.8,0.9,1.1,2.0,4.5
2010315B03Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2010317E24Rik,,4.9,1.3,31.1,4.2,0.2,0.2,0.6
2010320M18Rik,,4.6,4.9,5.8,4.0,3.9,4.2,10.1
2010321M09Rik,,7.3,4.2,16.3,13.4,6.8,5.7,9.5
2200002D01Rik,,0.1,0.1,0.1,0.1,0.1,0.2,1.4
2200002J24Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2200002K05Rik,,0.1,4.8,6.1,1.1,0.1,0.1,0.1
2210009G21Rik,,0.9,1.5,2.1,1.7,0.7,0.5,1.2
2210010C04Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2210010C17Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2210012G02Rik,,1.2,1.3,1.1,2.1,2.5,1.9,0.7
2210013O21Rik,,8.8,30.0,18.5,19.0,21.2,10.6,38.0
2210015D19Rik,,4.0,2.9,4.9,4.8,6.1,3.4,3.6
2210016F16Rik,,1.7,2.5,3.5,2.5,1.7,9.0,1.3
2210016L21Rik,Uncharacterized protein C12orf43 homolog,7.7,35.9,21.1,13.5,15.1,7.3,11.7
2210018M11Rik,Protein EMSY,9.9,4.0,6.5,4.2,1.7,1.5,4.3
2210019I11Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2210020M01Rik,,0.1,0.1,0.1,0.2,0.3,0.1,0.1
2210021J22Rik,,2.3,1.9,3.4,3.5,4.2,4.6,8.8
2210039B01Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2210403K04Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2210404J11Rik,,7.4,2.8,6.3,6.3,2.3,1.4,2.7
2210404O07Rik,,0.3,0.9,0.3,0.3,0.2,2.0,0.8
2210407C18Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2210408F21Rik,,0.2,2.5,0.7,0.1,0.5,0.5,0.1
2210408I21Rik,Uncharacterized protein KIAA0825 homolog,3.4,1.8,2.1,1.4,0.5,0.4,1.8
2210409E12Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2210411K11Rik,,1.7,1.9,2.8,1.7,1.5,0.7,4.5
2210414B05Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2210415F13Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2210417A02Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.2
2210417K05Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2300002M23Rik,Uncharacterized protein C6orf15 homolog,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2300003K06Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2300005B03Rik,Ly-6/neurotoxin-like protein 1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
2300009A05Rik,Uncharacterized protein C15orf61 homolog,5.8,6.5,6.8,7.9,5.8,2.4,3.9
2310001A20Rik,,30.3,21.5,32.8,24.9,9.5,20.6,21.9
2310001H17Rik,,0.1,1.2,0.2,0.1,0.1,0.7,1.7
2310001K24Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2310002J15Rik,,0.1,0.1,0.2,0.1,0.1,0.1,0.1
2310002L09Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2310002L13Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2310003C23Rik,,7.7,8.4,10.7,7.2,6.6,9.9,7.9
2310003F16Rik,,20.3,43.4,30.7,26.2,21.1,15.2,43.3
2310003H01Rik,Fanconi anemia-associated protein of 100 kDa,5.0,12.7,6.4,3.6,2.6,9.3,3.8
2310003L22Rik,,5.6,7.0,6.7,4.6,4.2,1.3,3.8
2310004I24Rik,,6.1,4.0,6.5,3.7,2.0,3.1,8.2
2310004N24Rik,,8.4,14.9,22.1,25.1,21.8,24.9,5.0
2310005A03Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2310005G13Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.2
2310007B03Rik,Uncharacterized protein C2orf54 homolog,0.1,0.1,0.1,0.2,0.2,0.1,0.1
2310007L24Rik,Proline-rich protein 29,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2310008H04Rik,,3.0,0.7,4.8,3.0,1.5,3.3,3.4
2310008H09Rik,,5.0,5.5,6.1,4.8,3.0,4.5,7.4
2310009A05Rik,,0.1,2.0,1.7,2.1,0.9,1.8,1.4
2310009B15Rik,,2.4,5.9,5.8,4.8,3.2,3.1,9.8
2310010M20Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2310011J03Rik,UPF0449 protein C19orf25 homolog,5.4,6.0,8.7,12.8,14.3,18.9,13.0
2310014F07Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2310014H01Rik,,2.6,4.5,17.1,12.8,2.0,145.4,26.1
2310014L17Rik,,0.3,0.2,0.4,0.7,0.5,0.4,0.3
2310015A10Rik,,4.6,1.3,9.3,3.2,3.7,2.9,2.6
2310015B20Rik,,0.3,0.1,0.1,0.1,0.1,0.1,0.1
2310015D24Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2310016C08Rik,,4.3,3.9,9.0,6.5,3.8,68.6,193.6
2310016M24Rik,,14.3,25.7,38.6,25.8,28.5,34.2,38.0
2310021P13Rik,,29.5,26.8,18.9,19.1,6.1,30.5,14.1
2310022A10Rik,Uncharacterized protein C19orf47 homolog,4.0,6.5,5.3,2.8,1.6,6.8,2.0
2310022B05Rik,Uncharacterized protein C1orf198 homolog,53.2,15.7,20.3,25.1,33.3,38.1,19.3
2310028H24Rik,,13.2,45.4,18.5,26.7,35.0,11.9,3.4
2310028O11Rik,,14.1,17.2,21.5,18.9,14.0,18.4,34.4
2310030A07Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2310030G06Rik,Uncharacterized protein C11orf52 homolog,0.2,0.3,0.1,0.1,0.1,0.1,0.8
2310030N02Rik,,4.0,3.7,4.1,1.4,0.7,1.8,2.8
2310033E01Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2310033P09Rik,Multiple myeloma tumor-associated protein 2 homolog,4.8,4.5,4.2,3.5,3.0,9.1,6.2
2310034C09Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2310034G01Rik,,0.3,0.1,0.6,0.3,0.1,0.1,0.4
2310034O05Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2310035C23Rik,LisH domain and HEAT repeat-containing protein KIAA1468,10.3,13.5,7.2,16.1,6.8,1.5,5.5
2310035K24Rik,,5.3,3.0,6.5,3.1,4.3,10.7,3.5
2310036O22Rik,Uncharacterized protein C19orf43 homolog,27.1,56.4,41.3,39.5,36.7,71.0,58.1
2310037I24Rik,,4.7,4.2,6.0,5.2,2.3,3.6,3.7
2310039H08Rik,Uncharacterized protein C6orf226 homolog,3.2,5.1,4.1,4.7,4.0,2.9,8.2
2310040G24Rik,,0.1,0.2,0.1,0.1,0.2,0.1,0.4
2310042D19Rik,,3.4,1.6,0.9,5.0,0.8,0.2,0.3
2310042E22Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2310043J07Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2310043L19Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2310044G17Rik,,13.6,12.0,22.9,10.6,5.3,2.3,3.1
2310044H10Rik,,40.3,59.1,103.6,104.8,82.9,71.5,42.5
2310045N01Rik,Protein MEF2BNB,5.9,8.1,10.0,9.3,13.9,16.7,16.1
2310046A06Rik,,0.1,1.8,0.6,0.1,0.5,0.4,0.1
2310046K01Rik,,0.2,0.1,0.1,0.1,0.1,0.2,14.4
2310046O06Rik,,4.9,6.0,7.3,6.7,3.7,4.8,9.0
2310047B19Rik,,2.8,4.3,5.9,4.2,4.2,2.3,4.3
2310047M10Rik,Uncharacterized protein C17orf59 homolog,7.2,10.0,7.2,5.5,7.7,18.7,9.8
2310050B05Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2310050C09Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2310057J16Rik,,1.0,13.5,5.4,2.4,0.5,0.4,0.1
2310057J18Rik,UPF0762 protein C6orf58 homolog,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2310057M21Rik,Uncharacterized protein C10orf88 homolog,3.8,3.6,3.3,4.1,1.8,3.3,2.3
2310057N15Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2310061C15Rik,,2.6,1.4,5.6,4.7,3.7,4.4,6.5
2310061I04Rik,,16.7,22.6,15.7,10.5,5.9,6.4,5.1
2310061J03Rik,,1.5,3.9,1.7,2.7,2.3,1.9,3.7
2310061N02Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2310065F04Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2310067B10Rik,Uncharacterized protein KIAA0195,11.3,14.0,10.9,7.4,3.1,7.7,3.6
2310068J16Rik,,0.3,0.7,0.1,0.3,0.2,0.4,0.2
2310069B03Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2310069G16Rik,,4.0,1.4,2.6,0.9,1.0,0.1,0.1
2310079F23Rik,,1.2,1.5,1.0,0.9,0.4,1.5,0.9
2310079G19Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2400001E08Rik,,14.3,14.8,27.3,31.0,36.6,61.1,23.5
2400003C14Rik,,45.0,42.0,47.4,47.0,31.0,42.9,38.0
2410001C21Rik,,7.8,17.7,17.3,17.2,16.7,39.2,17.8
2410002F23Rik,,14.5,31.0,26.0,23.6,10.6,19.7,8.6
2410002I01Rik,,6.7,3.8,3.5,3.7,2.4,4.3,1.2
2410002O22Rik,,10.0,11.2,14.7,12.9,6.4,1.9,11.4
2410003K15Rik,,9.4,7.5,8.8,5.5,4.2,6.3,10.5
2410004A20Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2410004B18Rik,UPF0690 protein C1orf52 homolog,10.1,18.0,17.5,18.1,11.2,7.1,12.5
2410004I01Rik,,0.5,0.4,0.1,0.1,0.1,0.1,0.1
2410004N09Rik,,7.8,13.8,7.9,5.2,4.7,8.1,13.8
2410004P03Rik,,1.2,0.4,0.3,0.2,0.1,0.1,0.2
2410006H16Rik,,40.7,110.0,53.6,63.8,61.1,131.7,156.3
2410007B07Rik,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2410012M07Rik,Proline-rich protein 23,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2410015M20Rik,Protein QIL1,12.1,20.4,23.7,25.8,31.9,25.0,50.5
2410016O06Rik,Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66,1.8,2.3,6.9,2.1,1.0,10.7,1.6
