,MouseGene Symbol,Mouse.7Description,X.8Myeloid Activation (Fine),X.9Myeloid Activation (Coarse),X.10Immune-Specific,adjP-PS2APP,lfc-PS2APP,adjP-7-13months-1,lfc-7-13months-1,adjP-7-13months-2,lfc-7-13months-2,adjP-WT-5xFAD,lfc-WT-5xFAD,adjP-Trem2KO-5xFAD,lfc-Trem2KO-5xFAD,adjP-Trem2KOvWT,lfc-Trem2KOvWT,adjP-Trem2KOvWT-5xFAD,lfc-Trem2KOvWT-5xFAD,adjP-APPswe/PS1dE9,lfc-APPswe/PS1dE9,adjP-hMAPT-P301L,lfc-hMAPT-P301L,adjP-X6.2hMAPT-P301S,lfc-X6.2hMAPT-P301S,adjP-hSOD1-G93A-d65,lfc-hSOD1-G93A-d65,adjP-hSOD1-G93A-d100,lfc-hSOD1-G93A-d100,adjP-2MFP2ko,lfc-2MFP2ko,adjP-transischemia,lfc-transischemia,adjP-4wkcuprizoneWT,lfc-4wkcuprizoneWT,adjP-12wkcuprizoneWT,lfc-12wkcuprizoneWT,adjP-4wkcuprizoneTrem2KO,lfc-4wkcuprizoneTrem2KO,adjP-12wkcuprizoneTrem2KO,lfc-12wkcuprizoneTrem2KO,adjP-LPS,lfc-LPS,adjP-LPSmogene,lfc-LPSmogene,adjP-LCMV,lfc-LCMV,adjP-GBM,lfc-GBM,adjP-GBM-CSF1Rblock,lfc-GBM-CSF1Rblock,adjP-repop-MG,lfc-repop-MG,adjP-infiltrating-MG,lfc-infiltrating-MG,adjP-22Mvs4-12M-Cb,lfc-22Mvs4-12M-Cb,adjP-22Mvs4-12M-Ctx,lfc-22Mvs4-12M-Ctx,adjP-22Mvs4-12M-Hp,lfc-22Mvs4-12M-Hp,adjP-22Mvs4-12M-Str,lfc-22Mvs4-12M-Str,adjP-PS2APP-13months,lfc-PS2APP-13months,adjP- SOD1G93A-D28,lfc- SOD1G93A-D28,adjP- SOD1G93A-D42,lfc- SOD1G93A-D42,adjP- SOD1G93A-D56,lfc- SOD1G93A-D56,adjP- SOD1G93A-D70,lfc- SOD1G93A-D70,adjP- SOD1G93A-D98,lfc- SOD1G93A-D98,adjP- SOD1G93A-D112,lfc- SOD1G93A-D112,adjP- SOD1G93A-D126,lfc- SOD1G93A-D126,adjP-AD-fusiform,lfc-AD-fusiform,adjP-AD-temp,lfc-AD-temp,adjP-ALS,lfc-ALS,adjP-ALS-MN,lfc-ALS-MN,adjP-FTDprogranulin,lfc-FTDprogranulin,adjP-HD,lfc-HD
28,Ms4a7,"membrane-spanning 4-domains, subfamily A, member 7",45,Macrophage,,0.9872,0.03608,0.7183,-0.793,0.3691,-0.8759,0.8705,-0.4229,0.6664,1.058,0.9991,-0.8272,0.7342,0.6534,0.00639,-0.731,0.667,0.5772,0.3715,1.757,1,0,0.005495,2.268,0.1715,1.187,0.1826,-1.478,0.7442,2.084,0.3853,2.622,0.7239,1.722,0.4409,1.337,0.1432,-1.719,0.9151,0.4044,0.1369,3.136,0.00107,2.956,0.0001388,-1.679,0.8613,0.4858,4.68E-09,3.421,0.1605,0.538,0.1877,0.5064,0.8867,-0.1009,0.8347,-0.1416,0.4775,0.387,0.9177,0.03299,0.9652,0.0167,0.6132,0.2113,0.8886,0.08813,0.008615,0.54,0.004868,1.183,0.004539,2.212,0.04414,0.425,7.61E-08,0.5036,,,,,,,0.0001679,0.5953
29,Slc5a10,"solute carrier family 5 (sodium/glucose cotransporter), member 10",2,,,0.7812,-0.3097,0.9992,-0.4107,0.2449,-0.8184,0.6361,-0.9331,0.953,0.2753,0.9991,-0.5698,0.7795,0.6385,0.000001326,-0.9271,1,0,1,0,0.001279,-2.179,7.92E-09,-3.867,0.1774,-1.667,0.1331,-2.28,0.7538,-1.909,0.5138,-1.948,0.9992,0.1559,0.9856,-0.04389,0.001056,-2.923,0.6995,-0.9166,0.09228,-2.309,0.007228,-2.077,,,0.08215,-3.486,1,0,0.811,-0.1325,0.6036,0.1855,0.1077,0.5545,0.5925,0.1913,1,0,0.7885,-0.06819,0.7339,0.08854,0.9617,0.02754,0.8278,0.1184,0.7397,-0.08019,0.05769,-0.2744,0.2588,-0.2039,0.296,0.1904,0.3413,0.09069,0.9469,0.2481,0.9718,0.05164,,,0.2036,-0.05385
30,Dut,deoxyuridine triphosphatase,26,Proliferation,LCMV-Specific,0.5313,0.694,1,0,0.9755,-0.0584,0.6858,1.334,0.6778,-0.9659,0.7359,1.556,0.8507,-0.7434,0.1757,0.2355,1,0,1,0,1,0,0.6772,0.4625,0.1803,1.159,0.008908,2.248,0.9918,0.5024,0.941,-0.4023,0.9992,0.1847,0.6475,-1.797,0.3122,1.308,0.9508,0.2409,0.03234,2.559,0.02749,3.002,0.0004821,-1.263,0.9423,-0.1109,0.000003398,2.614,0.5114,0.1982,0.2545,0.3941,0.9617,0.02146,0.5308,0.1998,0.2682,-0.1485,0.8772,-0.07014,0.8048,-0.07944,0.8429,-0.1168,0.8066,-0.2052,0.9984,-0.0007323,0.2441,0.1889,0.5734,0.08096,0.007717,-0.1498,0.0001197,-0.3796,0.8812,0.5029,0.527,0.5347,0.6871,0.103,0.03233,0.1726
31,Gpr18,G protein-coupled receptor 18,42,,LPS-Specific,0.8136,0.2753,0.9992,0.2874,0.5755,-0.6214,0.2407,0.9078,0.6656,0.3472,0.9991,-0.241,0.1344,-0.8016,0.2482,0.1604,0.8756,0.2737,0.6067,-1.382,0.0158,-1.687,0.4842,-0.6366,0.7577,-0.2158,0.6659,0.9616,0.9848,-0.259,0.8856,-0.2329,0.9556,0.5117,0.9985,0.003512,0.00007255,2.39,0.006107,4.767,0.1486,-0.9095,0.006039,1.346,,,0.3378,-1.122,0.07257,-0.9078,0.01454,1.024,0.003366,1.03,0.01194,0.7869,0.07423,0.6465,1,0,0.3743,0.2005,0.7841,0.08248,0.8656,0.08342,0.9964,0.003616,0.7753,-0.05281,0.7464,-0.05403,0.8226,-0.03973,1,0,0.783,0.02669,0.8506,0.5973,0.2962,0.9461,0.9557,0.00958,0.491,-0.02419
32,Egln3,egl-9 family hypoxia-inducible factor 3,25,Neurodegeneration-Related,,0.1112,1.428,0.05436,1.396,0.0725,1.679,0.00006359,5.383,0.2425,2.792,0.9991,-0.026,0.1027,-2.618,1.30E-07,4.166,0.2193,1.103,0.3391,2.596,0.8177,0.3797,0.457,0.7661,0.03948,2.613,0.9282,0.2084,0.8325,2.642,0.3853,4.051,0.9889,1.033,0.5526,2,1,0,0.9584,-0.1559,0.02796,2.501,0.01554,2.755,0.5466,-0.3044,0.4887,0.8088,1,0,0.0008598,1.721,0.000983,1.215,0.00439,1.347,0.0003358,1.445,0.379,0.1548,0.396,-0.2429,0.4225,0.285,0.9833,-0.009845,0.606,-0.2869,0.6463,-0.1082,0.267,-0.1412,0.01017,-0.8315,0.8418,0.02607,0.1109,-0.1208,0.945,0.3986,0.8756,-0.4148,0.6665,0.1177,0.008373,0.1699
33,Acp5,"acid phosphatase 5, tartrate resistant",42,,,1,0,1,0,1,0,0.9847,0.06028,0.8884,-0.3376,0.9991,0.5604,0.9353,0.1625,0.7844,-0.1723,1,0,1,0,1,0,1,0,0.04081,1.877,0.2373,-0.804,0.9954,-0.1799,0.8884,-0.3426,0.9992,0.6226,0.4925,0.9964,0.7807,0.4423,0.007386,5.568,0.09944,2.435,0.000267,5.988,0.03485,-1.241,0.2677,4.48,0.000001036,3.873,0.3269,0.9961,0.04761,1.117,0.9531,0.05559,0.6773,0.2734,1,0,0.1901,0.4452,0.6225,0.1577,0.6426,0.2626,0.9207,0.08846,0.5118,0.1542,0.1618,0.3165,0.1962,0.2038,,,,,,,,,,,,
34,Acvr2b,activin receptor IIB,2,,,0.9711,0.0422,0.9992,-0.008604,0.01816,-0.8344,0.8595,-0.5782,0.994,0.03857,0.9991,0.2211,0.7052,0.8379,0.00007408,-0.6522,0.9076,-0.1499,0.3113,-0.8521,0.8435,-0.1241,0.0813,-0.8862,0.7815,-0.7405,0.6348,-0.7869,0.7442,2.268,0.6762,0.6598,0.9477,0.8819,0.577,0.9511,7.16E-13,-2.526,0.6602,-0.8172,0.2675,-2.292,0.01881,-1.553,0.2009,0.3814,0.9955,-0.008463,0.0001068,-1.404,0.7165,-0.1633,0.6329,-0.1839,0.2628,-0.2565,0.53,-0.2846,0.9696,-0.01696,0.186,0.362,0.8416,-0.07382,0.8872,-0.1222,0.8053,0.169,0.7659,0.08768,0.6819,-0.06917,0.8816,0.03781,0.0005209,0.222,2.43E-12,0.8702,0.9781,-0.1213,0.8473,0.2372,0.3864,0.1445,4.90E-07,0.297
35,Ada,adenosine deaminase,40,,,0.5768,-0.4829,0.9992,-0.3052,0.5484,-0.4918,0.8001,-0.7562,0.96,0.3852,0.9991,-0.9341,0.9694,0.2073,0.0008811,-0.7522,0.9264,0.1634,0.9588,0.1818,0.04889,-1.028,0.0262,-1.234,0.05469,-1.962,0.8884,0.4153,0.9848,0.2784,0.4768,-1.616,0.9329,0.6008,0.7343,-1.169,0.002988,-1.569,0.783,-0.8526,0.9725,-0.09853,0.007301,1.474,0.0001483,-1.585,0.4746,0.5793,0.0001925,1.372,0.3757,0.4273,0.625,0.2034,0.7841,-0.1544,0.9319,-0.04867,0.781,0.1675,0.4716,-0.2413,0.9443,0.02795,0.8695,-0.07293,0.9708,-0.03377,0.6919,-0.1021,0.07417,0.3449,0.03594,0.8134,0.04876,0.2946,0.01752,0.2306,0.9708,0.2285,0.9941,-0.01301,0.4591,0.1972,0.376,0.05442
36,Adam8,a disintegrin and metallopeptidase domain 8,10,LPS-Related,,0.5167,0.6934,0.9992,0.01988,0.9688,-0.05316,0.2641,1.637,0.384,-1.45,0.8168,1.351,0.2479,-1.736,0.1772,0.7868,0.9452,0.1348,0.04076,2.374,0.9611,0.07821,0.9829,0.02264,0.2393,1.349,0.01701,5.533,0.7441,1.871,0.9448,0.3978,0.9642,-1.234,0.654,-0.5799,0.001068,2.048,0.06696,3.201,0.8173,-0.5723,0.000744,4.684,0.2758,0.6609,0.1535,-1.591,0.05526,-0.5539,0.002105,1.554,0.01554,0.8022,0.0004384,1.245,0.02764,0.9494,0.4406,0.2974,0.3368,0.299,0.8864,0.04657,0.8189,0.108,0.875,0.1071,0.713,0.08893,0.07691,0.3278,0.003531,1.098,0.005651,0.337,0.8706,0.01437,,,,,0.1914,-0.2887,0.591,0.02731
37,Adamts1,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 1",30,,,0.3258,-1.068,0.005206,1.475,0.05672,1.419,0.02893,1.4,0.1566,1.236,0.8531,-0.6443,0.2614,-0.8079,0.00008447,1.145,0.5296,0.749,0.4276,1.581,0.8437,-0.1147,0.3044,-0.3592,0.9973,-0.0383,0.6205,1.537,0.985,-0.235,0.485,-0.9599,0.9552,0.5193,0.5665,-0.7617,0.04986,1.662,0.9026,0.3443,0.5052,2.182,0.002392,-2.327,0.7617,0.2403,0.8268,0.1198,1,0,0.6926,-0.2209,0.6184,0.6049,0.6317,0.3136,0.9344,0.1433,0.1202,0.5197,0.4623,-0.2314,0.4517,-0.2683,0.2477,0.5996,0.966,0.03175,0.1293,0.2999,0.006245,0.7106,0.009134,1.894,0.002513,0.5851,0.1942,-0.2357,0.7184,0.9814,0.4579,1.044,0.2431,1.008,0.001237,0.5548
38,Adcy8,adenylate cyclase 8,3,,,0.01698,-0.8759,0.6995,-0.667,0.06933,-0.952,0.5852,-1.129,0.699,-0.7129,0.9991,0.5248,0.5067,0.9409,0.0006101,-0.3131,0.5296,-0.6703,0.2362,-1.716,0.4927,0.6847,0.04339,-1.185,0.02024,-3.138,0.2071,-2.553,0.9299,-0.5307,0.3853,-2.309,0.9992,-0.1084,0.5526,-2.463,0.000005298,-3.829,0.9337,-0.332,0.9325,0.2594,0.0004123,-4.962,0.7211,-0.09916,0.1473,-2.057,1,0,0.4726,-0.2822,0.8677,-0.07641,0.8249,-0.08481,0.4531,-0.2744,0.775,-0.04621,0.3893,0.2725,0.7472,-0.1028,0.7805,-0.202,0.7921,0.18,0.9671,0.01044,0.3418,-0.1479,0.2962,-0.1671,0.1703,0.153,0.1284,0.1023,0.6738,0.9415,0.6458,-0.5437,0.1365,0.3089,0.0001511,0.3471
39,Plin2,perilipin 2,25,Neurodegeneration-Related,,0.6718,0.3547,0.9992,0.2757,0.1283,0.9906,0.004741,3.505,0.3009,1.285,0.9594,0.6741,0.2129,-1.545,0.000001219,1.873,0.7769,0.4299,0.1175,1.787,0.2242,0.5967,0.00001209,1.747,0.8638,-0.4705,0.01701,2.661,0.7441,1.718,0.3896,1.781,0.8236,0.9661,0.7766,0.6787,0.0001415,2.27,0.196,2.365,0.7278,0.83,0.0002945,3.231,0.6363,0.1166,0.8405,0.1837,3.81E-07,1.293,0.1175,0.3999,0.1691,0.2646,0.509,0.1346,0.5344,0.1375,0.1283,0.2956,0.1783,0.3499,0.7673,0.08598,0.8775,0.05585,0.7867,0.19,0.07035,0.546,0.0001119,1.303,0.003255,1.51,0.1906,0.2197,0.0134,0.2431,0.7278,1.06,0.2312,1.659,0.8584,-0.1983,0.005,0.231
40,Adora3,adenosine A3 receptor,3,,,0.784,-0.1593,0.9992,-0.2206,0.1222,-0.7694,0.295,-1.56,0.8752,-0.7879,0.9991,0.0851,0.8171,0.8577,0.00004464,-0.7108,0.8117,-0.262,0.02705,-1.551,0.5204,-0.296,0.07706,-0.7491,0.04455,-1.457,0.4967,-0.7904,0.9689,-0.6299,0.4807,-2.421,0.9552,0.6259,0.4283,-3.638,0.9197,0.06594,0.1401,-2.091,0.5398,-1.017,0.01421,-1.286,,,0.4274,-0.3752,4.13E-12,-5.821,0.5727,-0.249,0.5617,-0.1144,0.5244,0.1846,0.9201,0.0375,0.1719,0.5421,0.9842,0.008376,0.6872,0.1164,0.7978,0.09128,0.9599,-0.03667,0.4579,-0.1225,0.1039,-0.2147,0.7913,0.04382,0.009123,0.3749,0.0001478,0.4241,0.7714,0.9046,0.2947,1.346,0.02163,1.05,0.2223,0.1735
41,Adrb2,"adrenergic receptor, beta 2",2,,,0.06079,-0.7777,0.9992,-0.06605,0.007341,-0.9503,0.03431,-1.034,0.6656,-0.3491,0.9797,-0.321,0.5704,0.3637,0.0000065,-0.684,0.9254,-0.1287,0.054,-1.494,0.2358,-0.4592,0.01309,-0.9323,0.04135,-1.209,0.3553,-0.609,0.9745,-0.3611,0.4089,-1.467,0.9992,0.03694,0.4479,-1.202,0.05896,-0.7221,0.357,-0.8954,0.1639,-0.8883,0.01344,-1.951,0.3774,0.275,0.09793,0.8376,0.00000155,-1.508,0.125,-0.4525,0.1493,-0.2391,0.1845,-0.2696,0.1465,-0.4004,0.6505,0.1567,0.3165,-0.2349,0.939,0.03286,0.7813,-0.1297,0.9444,0.04973,0.9211,0.03787,0.5195,0.08142,0.4565,-0.1342,0.7463,0.05216,0.5972,0.04213,0.9527,0.2965,0.3391,1.048,0.01452,0.6042,0.0459,0.1125
42,Adssl1,adenylosuccinate synthetase like 1,25,Neurodegeneration-Related,,0.653,0.5826,0.6537,0.7747,0.07619,1.167,0.001675,2.627,0.7291,0.8235,0.9991,0.2312,0.1809,-1.573,1.65E-07,1.885,1,0,0.1581,2.896,1,0,0.01699,1.747,0.1036,1.837,0.08071,1.172,0.8016,1.595,0.5892,0.9397,0.8682,-1.418,0.5055,1.086,0.7615,0.315,0.3828,2.025,0.7502,-0.6269,0.0007841,2.7,0.8065,0.08197,0.8491,0.09935,0.00005671,1.056,0.0005,0.9107,0.01354,0.5753,0.001272,0.6363,0.007053,0.6319,0.2471,0.1822,0.6441,0.1363,0.3377,-0.2294,0.5842,-0.2537,0.8742,-0.1231,0.51,0.1741,0.05477,0.3538,0.001779,0.7765,0.5853,0.07914,0.1924,0.1009,0.8061,0.6477,0.2367,1.643,,,0.1724,0.1242
43,Gla,"galactosidase, alpha",23,,,0.4891,0.6199,0.9992,0.1378,0.267,1.095,0.01056,1.751,0.2378,0.8657,0.9842,0.4147,0.5053,-0.4707,0.02817,-0.5499,0.8805,0.2681,0.04006,4.252,0.8245,0.2013,0.2363,0.5027,0.03244,1.729,0.1139,2.035,0.7441,1.627,0.3853,2.584,0.9992,-0.03094,0.4283,2.646,0.0009436,2.944,0.5272,0.6982,0.01355,2.029,0.00162,3.093,0.9936,0.002907,0.1946,0.8503,0.0001997,1.119,0.0003471,1.391,0.0176,0.8297,0.001168,0.8664,0.0002341,1.118,0.5704,0.09204,0.9356,0.03567,0.6752,-0.1224,0.8993,-0.05951,0.7827,-0.208,0.3079,0.3659,0.01058,0.6679,0.008415,0.7776,0.8912,0.01275,0.01474,-0.1438,0.9488,0.3105,0.9662,0.08964,0.5897,0.1393,0.01608,0.122
44,Ahr,aryl-hydrocarbon receptor,40,,,0.9621,0.1125,0.9992,-0.1392,0.3819,-0.9788,0.934,-0.223,0.9956,-0.04365,0.9991,0.1548,0.9064,0.3342,0.02393,-0.2455,1,0,1,0,1,0,0.8121,0.2589,0.8022,0.6268,0.7444,1.049,0.7441,2.333,0.715,1.363,0.7686,1.214,0.6181,0.651,8.85E-11,4.723,0.02906,4.766,0.9858,0.05087,0.000411,4.576,0.1702,-1.217,0.8454,-0.3796,6.09E-07,3.831,0.7273,0.2047,0.6409,0.241,0.163,-0.7511,0.4859,-0.5198,0.3554,0.1554,0.4005,-0.28,0.3743,-0.2366,0.5309,0.274,0.7101,0.2822,0.3715,0.3108,0.006075,0.6489,0.04496,0.5619,0.2266,0.1326,7.67E-07,0.3767,0.8877,0.4321,0.2916,1.152,0.337,0.3035,0.008902,0.1688
45,Alcam,activated leukocyte cell adhesion molecule,12,LPS-Related,,0.9775,-0.06165,0.7353,-0.5266,0.7343,-0.2503,0.001549,3.335,0.996,-0.04645,0.9991,0.4102,0.0486,-2.971,0.000002271,0.9721,0.9476,0.1122,0.1603,1.592,0.0008279,2.263,1.04E-15,2.97,0.6391,0.8053,0.3744,1.744,0.9993,-0.5386,0.9734,0.1962,0.8333,-1.586,0.7827,-1.482,0.6562,-0.4001,0.1536,2.706,0.9921,0.02905,0.5937,0.2538,0.3544,-0.4588,0.7238,0.4097,1.10E-07,3.095,0.0003933,1.826,0.0009691,1.277,0.004235,1.446,0.0004915,1.42,0.2789,-0.185,0.2919,0.3268,0.7367,0.1139,0.7624,-0.1453,0.8011,0.2513,0.644,-0.1252,0.3478,-0.1497,0.7509,-0.05004,0.01849,0.2679,0.8354,0.03362,0.8812,0.4862,0.6357,0.4782,0.01754,0.9271,0.3708,-0.09815
46,Ttyh2,tweety homolog 2 (Drosophila),25,Neurodegeneration-Related,,0.147,0.9235,0.9992,-0.2052,0.01905,1.202,,,,,,,,,0.00002257,1.004,0.8816,0.2592,0.1344,2.79,0.07229,1.198,0.005247,1.433,,,,,,,,,,,,,0.4331,-0.6273,,,,,,,0.03479,0.6758,0.09901,1.06,0.003224,0.8403,0.006658,0.6712,0.6996,-0.1333,0.2426,-0.3945,0.9432,-0.0446,0.7223,0.04928,0.0672,1.143,0.8841,0.04272,0.7157,0.2107,0.4686,0.5731,0.5769,-0.1961,0.4233,-0.1669,0.7039,0.09592,0.005695,0.4905,0.0004062,0.3943,0.9875,0.1076,0.6193,0.6946,,,0.0002961,0.4669
47,Ivns1abp,influenza virus NS1A binding protein,2,,,0.8812,0.1259,0.9992,-0.1691,0.1956,-0.6753,0.06793,-0.9896,0.3788,-0.5544,0.9991,0.06174,0.4826,0.4969,0.00001828,-1.001,0.9034,0.1321,5.28E-09,-1.489,0.5104,-0.255,0.0007185,-0.8178,0.08146,-1.389,0.1867,-0.8906,0.9848,-0.2851,0.429,-1.242,0.9992,-0.01352,0.6562,-0.5899,1.04E-10,-2.024,0.1347,-1.611,0.4539,-0.5533,0.00309,-2.476,0.05049,-0.6635,0.759,-0.1136,0.00006656,-0.6662,0.3244,-0.3034,0.6163,-0.09854,0.7799,-0.07228,0.8315,-0.1021,0.6872,-0.07459,0.4678,-0.4192,0.2662,-0.4388,0.9239,-0.08754,0.9187,-0.146,0.3151,0.2848,0.005092,0.587,0.08372,0.6463,0.000004729,0.5444,0.1646,0.1109,0.8956,0.4568,0.9431,0.1544,0.3076,0.5381,0.0009633,-0.3757
48,Ank,progressive ankylosis,25,Neurodegeneration-Related,,7.53E-14,2.124,0.000005763,1.474,2.73E-11,1.829,0.003143,3.778,0.5416,1.021,0.9991,0.6057,0.01696,-2.151,7.73E-07,3.144,0.4168,0.6788,0.03775,1.366,0.4988,0.4381,5.88E-17,2.58,0.04048,1.604,0.4846,0.4682,0.9436,1.001,0.3853,2.837,0.9782,0.4403,0.5825,0.8717,0.2268,-0.5004,0.9879,0.0269,0.06542,2.426,0.009407,-1.408,0.1392,0.9143,0.1585,0.6953,0.7105,0.05896,0.0001605,0.9948,0.01184,0.3589,0.04339,0.35,0.001827,0.6316,0.4155,0.1299,0.5312,0.222,0.4685,-0.2075,0.9288,0.05736,0.9959,-0.006667,0.5279,0.1332,0.1358,0.251,0.2878,0.2613,0.3379,0.06075,0.5346,0.05393,0.9943,0.06755,0.8665,0.2284,0.01605,-1.059,0.0002521,-0.2735
49,Anxa4,annexin A4,25,Neurodegeneration-Related,,0.4492,0.4052,0.9992,-0.02118,0.1569,0.9826,0.8546,-0.8712,0.8688,-0.467,0.95,-1.133,0.8422,-0.729,0.00001002,0.7804,0.6962,0.4941,0.04061,2.507,0.1605,0.74,0.01712,1.195,0.8033,0.5339,0.4454,0.9162,0.9474,1.084,0.4027,2.724,0.8989,-0.9295,0.9755,-0.2071,0.05148,-1.281,0.5066,-1.208,0.6398,-1.158,0.005287,2.395,0.3906,0.3488,0.6369,0.3061,0.00005286,0.7564,0.008605,0.8356,0.6088,0.1873,0.4032,0.2546,0.5237,0.4417,0.01013,0.5721,0.72,0.09893,0.8497,0.058,0.8491,0.07853,0.6914,0.2889,0.3594,0.3038,0.0006987,1.136,0.001353,1.383,0.02841,0.1945,0.4876,0.05942,0.8219,0.8723,0.5938,1.008,0.03461,0.9273,0.02531,0.2655
50,Anxa5,annexin A5,25,Neurodegeneration-Related,,0.06192,0.7706,0.9177,0.57,0.000003084,2.316,0.01738,2.43,0.04865,1.925,0.9991,-0.5293,0.03837,-1.035,9.68E-07,1.389,0.9803,0.06097,0.2287,2.397,0.0209,1.068,7.83E-08,2.128,0.03817,2.137,0.08671,1.193,0.7441,1.721,0.3853,2.25,0.7239,1.91,0.4283,1.945,0.04782,1.337,0.5536,1.022,0.09669,2.012,0.008387,1.802,0.1106,0.4261,0.4478,0.7384,9.48E-10,2.409,0.002949,0.6003,0.004734,0.6409,0.03707,0.3499,0.1328,0.5495,0.1161,0.1972,0.2067,0.3979,0.6221,-0.177,0.3626,0.403,0.868,0.1614,0.5061,0.2506,0.0007074,0.742,0.00349,0.8219,0.0007425,0.3197,0.008281,0.2141,0.7184,0.9368,0.6075,0.541,0.008411,0.864,0.000004884,0.4499
51,Asb10,ankyrin repeat and SOCS box-containing 10,37,Neurodegeneration-Related,,0.3417,0.6873,0.002033,1.347,0.008442,1.348,0.07845,2.365,0.4245,1.212,0.9991,-0.0358,0.09545,-1.189,2.06E-08,1.554,1,0,0.8715,0.6911,0.5509,0.7464,0.7896,0.2636,0.1489,0.8842,0.427,-0.7155,0.997,-0.2227,0.5458,1.353,0.9992,-0.07876,0.65,-0.9977,1.27E-11,-5.123,0.05919,-2.805,0.5236,-1.32,0.0004824,-2.496,0.02411,1.073,0.1234,-1.09,0.0002739,-1.17,0.8525,0.1067,0.461,-0.2319,0.8139,0.06817,0.8289,-0.1238,0.000001071,3.189,0.3944,-0.1982,0.8632,0.05458,0.7893,0.1338,0.9052,0.1005,0.8445,-0.04535,0.4282,-0.1288,0.8381,0.04106,1,0,0.0276,-0.1695,0.8506,-0.5045,0.4748,-0.5458,,,,
52,Apbb2,"amyloid beta (A4) precursor protein-binding, family B, member 2",36,Neurodegeneration-Related,,0.002005,0.6684,0.02624,0.7603,0.000002772,1.186,0.2225,2.282,0.8229,0.6804,0.9991,0.5402,0.5397,-1.061,1.19E-07,1.635,0.7696,0.3109,0.000002101,2.004,0.6575,0.2094,0.0003067,0.7922,0.2456,0.8466,0.1715,2.337,0.8604,1.473,0.4958,-1.22,0.9524,0.7426,0.5463,-0.976,0.06836,-0.714,0.7024,-1.191,0.954,0.1773,0.5943,0.4736,0.0005809,1.185,0.6964,0.2976,0.4263,0.1762,0.4995,0.3103,0.9699,-0.02154,0.5657,-0.1892,0.9969,0.004893,0.1354,0.139,0.6012,-0.2819,0.7458,0.1009,0.7417,0.2021,0.9207,-0.1312,0.5305,-0.1712,0.9088,-0.02334,0.0941,-0.5389,0.0006055,0.3451,0.01906,-0.1556,0.98,-0.1609,0.6164,0.5596,0.1814,0.44,0.202,0.1316
53,Speg,SPEG complex locus,36,Neurodegeneration-Related,,0.07514,0.744,0.7754,0.5013,0.000133,1.233,0.9841,-0.1512,0.7187,1.305,0.9991,-1.172,0.959,0.2843,1.25E-07,1.233,0.98,-0.05483,0.03321,2.473,0.00443,1.394,0.00001596,1.27,0.1588,2.004,0.6256,-1.018,1,0.01714,0.914,-0.7842,0.7239,1.755,0.4722,2.717,0.04807,-1.078,0.56,1.49,0.00002915,4.729,0.7658,0.3556,0.007874,0.6991,0.1775,0.9721,0.0000401,-1.903,0.6639,0.1649,0.9369,0.03735,0.6235,0.1494,0.8714,0.0997,0.7607,-0.04811,0.2075,-0.458,0.8215,0.09567,0.4247,-0.6357,0.8866,-0.2035,0.2339,0.3754,0.002859,0.9927,0.004476,0.7543,0.0367,-0.2089,0.0003949,-0.2078,0.9875,0.09185,0.3814,-0.6944,0.09062,-0.3619,,
54,Birc5,baculoviral IAP repeat-containing 5,26,Proliferation,,0.2028,1.209,1,0,1,0,0.05932,1.494,0.9587,-0.1715,0.9991,0.4057,0.1402,-1.26,0.4188,0.4001,1,0,1,0,0.4418,0.6254,0.000042,2.141,0.833,-0.2811,0.2915,2.138,0.9993,-0.0804,0.5598,-1.267,0.9936,0.3411,0.9556,0.1558,1,0,0.7173,-0.6084,0.00000535,5.667,0.002517,2.52,0.0005308,-2.615,0.6779,-0.4619,1.13E-07,3.098,0.007974,1.117,0.00454,1.386,0.02679,0.8923,0.005009,0.9705,0.9649,-0.03184,0.3368,0.2369,0.7896,0.07486,0.6387,-0.2061,0.9899,0.009956,0.342,0.1626,0.002258,0.5907,0.04905,0.4642,0.08622,0.3279,0.2737,0.1039,0.7184,-0.5746,0.4613,-0.4767,0.9645,0.01012,0.6975,-0.0267
55,Aplp2,amyloid beta (A4) precursor-like protein 2,19,,,7.64E-07,1.238,0.4121,0.6012,0.003921,1.165,0.0000497,3.285,0.888,-0.4073,0.7182,1.276,0.01479,-2.415,6.33E-07,1.619,0.6296,0.5016,0.008053,1.387,0.2442,0.3786,0.000001116,1.255,0.0535,1.781,0.6115,-0.9618,0.7597,3.017,0.8143,0.4993,0.9782,0.4148,0.7045,-1.41,0.0002069,1.254,0.3875,1.48,0.7111,-0.7828,0.6317,0.3639,0.01736,0.699,0.1711,0.5894,0.0006386,0.5813,0.266,0.6268,0.8944,0.05752,0.5129,0.2874,0.4924,0.4552,0.813,0.04001,0.8929,-0.2001,0.2662,-1.115,0.9569,-0.1131,0.7509,-0.5308,0.6279,0.4195,0.3222,0.3319,0.3687,0.961,0.00002757,-0.2365,0.000007412,-0.2574,0.9761,0.1631,0.9715,0.05462,0.2426,-0.4417,0.006667,-0.2004
