Gene name,Average UMI per cell (homeostatic microglia),Fold-change (DAM to homeostatic microglia),-log10(DAM) p-value (Mann-Whitney),DAM FDR p-value
1810013L24Rik,0.125882,-0.80098,2.273122,1.653463
1810020D17Rik,0.044118,0.094997,0.574164,0.471822
1810024B03Rik,0.010588,-2.016035,0.171325,0.275112
1810027O10Rik,0.061765,1.426056,2.91231,2.194494
1810030O07Rik,0.088529,-0.786948,0.40347,0.380975
1810031K17Rik,0.133235,-0.249938,0.015542,0.214024
1810035L17Rik,0.105294,0.272959,1.360803,0.96669
1810043G02Rik,0.036471,-0.729917,0.168652,0.274574
1810043H04Rik,0.022941,0.775379,0.737242,0.554231
1810046J19Rik,0.084706,-0.052561,0.741999,0.557494
1810049H13Rik,0.032941,-1.117412,0.455154,0.408407
1810058I24Rik,0.08,0.519286,1.14188,0.820297
1810063B05Rik,0.074118,0.221004,0.753656,0.56531
1810074P20Rik,0.121176,-0.338839,0.379591,0.367728
2010002N04Rik,0.012059,2.405147,2.59352,1.92095
2010003O02Rik,0.05,0.992427,0.461842,0.412301
2010011I20Rik,0.021176,0.983965,0.616326,0.492693
2010106G01Rik,0.5,-0.383657,0.759751,0.569219
2010107E04Rik,0.176765,0.433631,2.550405,1.886946
2210012G02Rik,0.074412,-0.396144,0.146613,0.270638
2210015D19Rik,0.017059,-0.271131,0.061427,0.233589
2210016F16Rik,0.070588,0.201196,0.26219,0.319581
2210403K04Rik,0.005882,2.094997,0.582007,0.474266
2300009A05Rik,0.041765,-1.794223,0.096586,0.246618
2310001A20Rik,0.044412,1.028186,1.70096,1.207709
2310003C23Rik,0.060882,-0.753,0.240935,0.311924
2310004N24Rik,0.104118,-0.753,0.543712,0.456782
2310008H09Rik,0.106765,-1.148302,0.653866,0.513737
2310010J17Rik,0.006176,1.899076,0.582008,0.474127
2310014H01Rik,0.374706,-0.917133,2.133395,1.537955
2310016M24Rik,0.122059,-1.617078,0.646969,0.509384
2310021P13Rik,0.045294,0.80358,0.542025,0.456023
2310022B05Rik,0.045294,0.194532,0.608142,0.488679
2310028O11Rik,0.154706,0.12396,0.81515,0.602306
2310030N02Rik,0.021765,-0.470601,0.281236,0.327923
2310033P09Rik,0.075,-1.329501,0.418889,0.388071
2310035C23Rik,0.054412,0.055468,0.064974,0.234936
2310035K24Rik,0.043529,0.207471,0.294373,0.332481
2310036O22Rik,0.176471,-0.425313,0.132851,0.262801
2310039H08Rik,0.008235,0.60957,0.614688,0.492209
2310044H10Rik,0.230882,-0.300771,1.067834,0.765645
2310079F23Rik,0.002647,1.121469,0.253647,0.316435
2400001E08Rik,0.143529,-0.272227,0.387232,0.371665
2400003C14Rik,0.108235,-0.325278,0.068171,0.235553
2410001C21Rik,0.282941,-1.106387,1.69633,1.204768
2410002I01Rik,0.063235,-2.456799,0.577055,0.47223
2410002O22Rik,0.056765,-0.317551,0.397353,0.3768
2410003K15Rik,0.031471,0.790935,1.355973,0.96401
2410004B18Rik,0.069118,-0.011132,0.016659,0.214591
2410006H16Rik,0.089118,0.707729,2.08893,1.50532
2410015M20Rik,0.060588,1.264403,3.891925,3.051623
2410016O06Rik,0.092353,-0.364627,0.25156,0.316226
2410042D21Rik,0.025588,-1.610981,0.266929,0.320973
2410066E13Rik,0,NaN,0.73654,0.554026
2410091C18Rik,0.089706,-0.587813,1.130783,0.8117
2510002D24Rik,0.038235,-1.868478,1.904201,1.361529
2510003E04Rik,0.154412,-1.106179,0.284272,0.329002
2510006D16Rik,0.244706,0.653123,2.550003,1.887045
2510009E07Rik,0.193824,-0.40289,0.226155,0.302922
2510039O18Rik,0.178824,-0.823508,1.204707,0.864729
2610001J05Rik,0.173824,-0.235501,0.090856,0.243727
2610002J02Rik,0.025294,0.865129,0.939307,0.677677
2610008E11Rik,0.063235,-2.594303,1.739457,1.23766
2610021A01Rik,0.007647,1.52384,0.108877,0.25177
2610024G14Rik,0.034706,-1.050681,0.097883,0.246836
2610029I01Rik,0.013824,0.669691,0.287478,0.33034
2610036A22Rik,0.081765,0.297984,0.452985,0.407085
2610101N10Rik,0.168529,-0.082502,0.106204,0.250191
2610301B20Rik,0.025,-0.992466,0.167646,0.275183
2610507B11Rik,0.136176,0.289977,1.798669,1.278539
2700007P21Rik,0.084412,-1.203662,0.429784,0.394154
2700023E23Rik,0.000882,2.416925,0.571879,0.471049
2700029M09Rik,0.126176,0.115034,0.98009,0.705562
2700049A03Rik,0.018235,-0.264253,0.061946,0.233816
2700050L05Rik,0.050882,-1.695776,1.214786,0.871227
2700060E02Rik,0.182941,-0.340284,0.068725,0.235589
2700062C07Rik,0.045882,-1.095888,0.411974,0.384875
2700078E11Rik,0.101176,-0.134871,0.392097,0.374384
2700081O15Rik,0.027647,-3.400699,0.931443,0.674946
2700089E24Rik,0.166471,-0.861485,1.340446,0.954341
2700094K13Rik,0.048235,-0.258803,0.661402,0.518108
2810002D19Rik,0.027647,NaN,1.032198,0.742897
2810004N23Rik,0.033235,0.351633,0.180333,0.277825
2810006K23Rik,0.054118,-0.406198,0.478711,0.423405
2810008M24Rik,0.160882,-0.656105,0.430871,0.394532
2810021B07Rik,0.043529,-0.227744,0.000835,0.209119
2810021J22Rik,0.015,-1.381032,0.536347,0.45404
2810025M15Rik,0.100588,-0.300488,0.113837,0.254376
2810046L04Rik,0.074118,-2.975393,1.099957,0.788068
2810407C02Rik,0.285882,-0.048456,0.89931,0.655386
2810422J05Rik,0.313529,1.009985,9.100698,7.914193
2810422O20Rik,0.049706,-2.568917,0.928019,0.673285
2810428I15Rik,0.054412,0.907911,0.982331,0.706984
2810453I06Rik,0.035588,-0.838974,0.34533,0.351736
2810468N07Rik,0.005882,2.15389,0.584494,0.475637
2810474O19Rik,0.262059,0.379194,0.606589,0.487699
2900010M23Rik,0.041176,-0.011919,0.080953,0.239445
2900026A02Rik,0.040882,-0.199516,0.167379,0.275087
2900053A13Rik,0.089706,0.373713,0.536846,0.454145
2900064A13Rik,0.261471,0.357851,1.270176,0.907246
2900073G15Rik,0.242647,0.278138,1.394699,0.990226
2900076A07Rik,0.002941,1.210474,0.156738,0.274674
2900092E17Rik,0.117941,-1.323643,0.939601,0.677574
3110001D03Rik,0.071176,0.21688,0.038863,0.222857
3110003A17Rik,0.157353,-1.041608,0.456084,0.408852
3110057O12Rik,0.033824,-2.428565,0.544051,0.456722
3110062M04Rik,0.051176,-5.610981,2.078756,1.496809
3830403N18Rik,0.013235,0.799541,0.504114,0.435518
4632419I22Rik,0.116471,-0.530608,0.029691,0.220395
4632427E13Rik,0.002059,3.805967,1.398183,0.991774
4632428N05Rik,3.492647,-0.833698,13.911341,12.483049
4632434I11Rik,0.015588,-0.141071,0.578286,0.473046
4732418C07Rik,0.217941,0.112414,0.754611,0.565929
4732471D19Rik,0.011471,0.716485,0.281236,0.32802
4833439L19Rik,0.182059,-0.093105,0.198752,0.286849
4921513D23Rik,0.009118,1.98629,0.960803,0.689941
4921524J17Rik,0.026471,0.64389,0.564998,0.468534
4930402H24Rik,0.027647,-3.400699,0.642936,0.507881
4930420K17Rik,0.092647,0.598843,1.197414,0.859572
4930430F08Rik,0.016765,0.522634,0.065462,0.23491
4930444A02Rik,0.040588,-1.753,1.331323,0.950476
4930453N24Rik,0.046765,-0.866211,0.339441,0.354123
4930455F23Rik,0.012941,0.230511,0.102484,0.248651
4930471M23Rik,0.108235,-0.434212,0.527089,0.449488
4930483J18Rik,0,NaN,NaN,NaN
4931406C07Rik,0.123824,-0.885714,1.059113,0.760398
4931406P16Rik,0.055588,1.367752,2.225653,1.614514
4931414P19Rik,0,NaN,NaN,NaN
4932415G12Rik,0.022353,-1.509075,0.165732,0.275048
4932438A13Rik,0.112647,-0.619955,0.428038,0.392998
4933403F05Rik,0.030588,0.37945,0.580912,0.474006
4933406I18Rik,0.004706,-2.168038,0.033458,0.220785
4933407C03Rik,0.239412,-0.814555,0.564083,0.468298
4933411K20Rik,0.108824,-0.944532,0.876992,0.639126
4933421E11Rik,0.066176,-0.337963,0.392864,0.374358
4933421O10Rik,0.023235,-0.079501,0.398741,0.377732
4933424B01Rik,0.036765,-0.461397,0.100897,0.247917
4933426M11Rik,0.108529,0.734938,1.609272,1.139092
4933433P14Rik,0.018529,-0.287337,0.250181,0.31625
4933434E20Rik,0.127941,0.574885,1.054279,0.758367
4933436C20Rik,0.002647,NaN,0.341113,0.351146
4933439F18Rik,0.040294,-0.593645,0.088869,0.243266
5031414D18Rik,0.073235,-1.668608,0.427183,0.392732
5031439G07Rik,0.149118,-0.694448,0.655181,0.51445
5033414D02Rik,0.093529,-0.271467,0.040468,0.223179
5430403G16Rik,0.032353,-0.70147,0.085078,0.240996
5430416N02Rik,0.016765,-1.541496,0.215318,0.296616
5430417L22Rik,0.055882,1.036894,1.776613,1.261495
5430435G22Rik,0.003235,5.199079,11.648244,10.339022
5430437P03Rik,0.065588,-0.268498,0.006139,0.21118
5530601H04Rik,0.043235,-1.782748,1.049846,0.755007
5730403B10Rik,0.077647,0.196959,0.44204,0.400828
5730409E04Rik,0.024118,0.118266,0.154339,0.274342
5730455O13Rik,0.020294,-2.954634,1.217541,0.873022
5730455P16Rik,0.057059,-0.276098,0.173895,0.275881
5730494N06Rik,0.082353,0.396166,0.3795,0.367748
5830428H23Rik,0.015,0.585802,0.163023,0.27621
5830433M19Rik,0.017353,-0.802753,0.372314,0.364454
5930416I19Rik,0.035,-0.132118,0.477857,0.422921
6230427J02Rik,0.326471,-1.234533,2.599396,1.925288
6330416G13Rik,0.052059,0.375584,0.605152,0.487261
6330512M04Rik,0.113235,0.929748,5.082689,4.122685
6330578E17Rik,0.092059,0.276653,0.815687,0.602487
6430527G18Rik,0.140882,-0.805133,0.350131,0.353742
6530401N04Rik,0.032059,-1.181335,0.013069,0.213269
6720456B07Rik,0.412647,-0.07159,0.007859,0.211541
6720456H20Rik,0.060294,-1.323956,0.609038,0.489146
7SK,0.219412,-1.398187,1.563539,1.107257
8430406I07Rik,0.057059,-0.501164,0.562092,0.466848
8430410A17Rik,0.013529,-1.106637,0.291861,0.331659
8430427H17Rik,0.028529,0.186246,0.158374,0.275065
9030418K01Rik,0.047647,0.192552,0.0834,0.24038
9030625A04Rik,0.11,0.012988,0.493492,0.430462
9130011E15Rik,0.012647,-4.594303,0.191249,0.282353
9130011J15Rik,0.095588,0.087579,0.249224,0.316038
9130019O22Rik,0.025,0.123011,0.0063,0.210934
9130401M01Rik,0.016176,2.269771,2.90136,2.184677
9430023L20Rik,0.061176,-0.659024,0.250705,0.315932
9430038I01Rik,0,NaN,1.226838,0.876024
9530068E07Rik,0.325294,0.182306,0.374101,0.365133
9830001H06Rik,0.127647,-0.39043,0.084731,0.240953
9830147E19Rik,0.007353,-0.004539,0.187452,0.281018
9930021J03Rik,0.134412,-1.196733,1.10549,0.791814
9930111J21Rik2,0.185882,-1.529304,1.024966,0.737776
A130010J15Rik,0.035,-2.603424,0.671928,0.522849
A130022J15Rik,0.021471,0.572875,0.741279,0.557272
A230046K03Rik,0.243529,-0.878531,0.572506,0.471402
A430005L14Rik,0.062647,-0.348159,0.009265,0.211926
A430084P05Rik,0.02,0.268061,0.94327,0.679251
A530088E08Rik,0.017059,NaN,0.711839,0.54333
A630001G21Rik,0.091176,-1.421794,1.039134,0.747073
A630007B06Rik,0.089412,0.242246,0.005155,0.21067
A630033H20Rik,0.077353,-4.037032,1.884858,1.347838
A830007P12Rik,0.146471,-0.636187,0.758066,0.568544
A830010M20Rik,0.015,0.444939,0.165732,0.275133
A830080D01Rik,0.054118,-4.6916,0.552663,0.461998
A930001N09Rik,0.182059,-0.365018,0.846091,0.622101
A930006K02Rik,0.024118,NaN,0.711839,0.54349
A930007I19Rik,0.025,-0.822541,0.339643,0.354115
A930024E05Rik,0.022059,-1.226932,0.168523,0.274956
A930033H14Rik,0,NaN,1.226838,0.876267
A930038C07Rik,0,NaN,NaN,NaN
AA987161,0.095588,-0.942478,0.876706,0.639028
Aaas,0.013824,-0.915272,0.287292,0.330449
Aagab,0.166765,-1.628742,2.921041,2.201518
Aamp,0.183235,-0.911967,1.151456,0.827357
Aars,0.252941,-0.687412,1.050834,0.755566
Aarsd1,0.053235,-0.559359,0.330883,0.351515
Aasdh,0.006765,NaN,0.71184,0.543011
Aasdhppt,0.026765,-0.427905,0.117611,0.25618
Abca1,0.469118,-0.903497,2.906122,2.188873
Abca2,0.043824,1.080399,1.488777,1.055796
Abca3,0.088824,0.328267,1.58417,1.121626
Abca9,0.476765,-1.460019,3.565944,2.76587
Abcb1b,0.053824,-0.850848,0.028013,0.219626
Abcb4,0.079706,-1.392206,0.598082,0.485013
Abcb6,0.029706,0.87419,0.670263,0.522257
Abcb8,0.022941,0.32792,0.291285,0.331479
Abcc3,0.359118,-1.514995,3.765546,2.940042
Abcc5,0.130294,-1.914807,2.186527,1.582435
Abcd1,0.185882,-1.114267,1.998179,1.432531
Abcd2,0.122353,1.384188,4.715185,3.78488
Abcd3,0.102941,-0.209858,0.220608,0.299919
Abcd4,0.021765,-0.51951,0.096683,0.246561
Abce1,0.137353,-1.001894,0.453371,0.406987
Abcf1,0.149118,0.353915,1.431407,1.01462
Abcf2,0.029118,-0.153538,0.002232,0.209504
Abcf3,0.073824,-1.162302,0.976002,0.701883
Abcg1,0.201471,-0.20862,0.187256,0.28161
Abcg2,0.096471,-0.277662,0.028388,0.219791
Abhd1,0.012647,0.049554,0.265026,0.320891
Abhd10,0.017353,1.139144,0.010895,0.212532
Abhd11,0.007941,1.831962,0.662849,0.518799
Abhd12,1.500588,0.423508,2.114691,1.52605
Abhd13,0.098529,-1.327236,1.18871,0.852286
Abhd15,0.042353,-1.479982,0.84737,0.622469
Abhd16a,0.057059,0.517451,0.240916,0.311998
Abhd2,0.05,-0.367975,0.468094,0.416722
Abhd4,0.115588,-0.394106,0.263264,0.320274
Abhd5,0.040294,-0.359179,0.332788,0.351966
Abhd6,0.157353,-0.133401,0.693596,0.535068
Abi1,0.189412,0.428823,0.070824,0.235238
Abi2,0.142941,-1.070483,0.146379,0.270568
Abi3,0.756471,-0.592831,3.335363,2.568305
Abl1,0.28,-1.288069,3.985227,3.136565
Abl2,0.111176,-0.21458,0.165088,0.275923
Abr,0.104706,-0.405367,0.437946,0.399118
Abt1,0.034412,-0.994008,0.586616,0.47678
Abtb1,0.084706,-1.45532,0.703797,0.54181
AC113316.1,9.158529,-0.760479,9.962471,8.718928
AC115697.1,0.444118,-0.601666,1.382779,0.981604
AC131692.1,0.047353,-0.39043,0.080781,0.239349
AC141469.5,0.052059,-0.465718,0.559023,0.464861
AC151602.1,1.260294,1.414566,28.323703,26.324285
AC157822.1,0.159412,-1.021368,2.931872,2.20949
Acaa2,0.026176,-1.321843,0.096586,0.246771
Acaca,0.012647,2.382977,4.23655,3.356883
Acad11,0.019706,-1.064202,0.535494,0.453844
Acad9,0.053235,-1.860529,0.266217,0.320933
Acadl,0.082353,0.015562,0.15866,0.275019
Acadm,0.100882,-0.46082,0.157432,0.274788
Acads,0.044412,-2.406443,1.19885,0.860534
Acadsb,0.061765,0.818156,1.405054,0.995306
Acadvl,0.06,0.810588,0.011719,0.212878
Acap2,0.342941,-1.879657,1.703125,1.208517
Acat1,0.104412,-0.911793,0.142586,0.268649
Acbd3,0.139706,-1.387396,1.22869,0.876899
Acbd4,0.015588,-1.726033,0.248515,0.315982
Acbd5,0.071176,-0.22892,0.032422,0.220595
Acbd6,0.074706,-0.05869,0.996017,0.716758
Accs,0.107647,-2.069028,2.097969,1.51227
Acd,0.035882,0.376958,0.34533,0.351842
Acer3,0.317059,0.165088,1.967167,1.409444
Ache,0.005294,2.87149,1.621896,1.147523
Acin1,0.193529,-0.822623,1.531582,1.08544
Acly,0.24,-0.182252,0.292309,0.331511
Aco2,0.097059,-0.091417,0.131248,0.262405
Acot13,0.106176,-0.378491,0.056019,0.230806
Acox1,0.093235,-0.748456,0.066205,0.235137
Acox3,0.165294,0.037386,0.118932,0.25671
Acp2,0.680588,-1.149454,4.181029,3.309525
Acsl4,0.205,-0.912613,1.072152,0.768215
Acsl5,0.211765,0.157093,0.200883,0.288358
Acss1,0.106765,-1.482039,1.12184,0.804793
Actb,13.949706,-0.354314,8.339501,7.195905
Actn1,0.061471,-0.62747,0.504678,0.435444
Actn4,0.137059,0.081518,0.438669,0.399483
Actr10,0.148824,-1.063569,1.51649,1.074579
Actr1a,0.137647,-0.29021,0.602977,0.487362
Actr2,0.841765,-0.314339,0.514741,0.44218
Actr3,0.360588,-0.652994,0.079245,0.238189
Actr5,0.013824,NaN,1.184884,0.850108
Actr8,0.063529,-0.102746,0.107959,0.251165
Acvr1,0.114706,-1.146012,0.836193,0.614383
Acvr2b,0.028824,-2.46082,1.212845,0.869764
Acy1,0.004118,0.484039,0.071034,0.235224
Adam10,0.662059,-0.412605,1.412919,1.001773
Adam15,0.428529,-0.293119,1.345651,0.957691
Adam17,0.358529,-0.247093,0.012428,0.213039
Adam3,0.008529,-0.704091,0.165732,0.274879
Adam9,0.090882,0.610348,1.841183,1.313423
Adamts1,0.02,1.551854,1.264931,0.903752
Adamtsl2,0.005294,NaN,0.341113,0.351252
Adap2,0.432647,-1.264355,4.919634,3.972333
Adar,0.058235,1.377531,2.694438,2.004117
Adarb1,0.022941,1.746232,6.461847,5.420276
Adck1,0.005,1.873782,1.274256,0.909567
Adck2,0.07,-1.975393,1.301837,0.928246
Adck5,0.011471,1.655084,1.31257,0.93666
Adcy7,0.211471,-1.257006,1.505332,1.067909
Add1,0.204118,-0.712012,0.285563,0.329802
Add3,0.111765,-0.29495,0.420178,0.388658
Adh5,0.181176,-0.280006,0.342138,0.351746
Adipor1,0.202059,0.189156,0.596733,0.48451
Adipor2,0.132941,0.135904,0.3325,0.351783
Adnp,0.227059,-1.073994,2.528838,1.869368
Ado,0.067353,0.003986,0.345287,0.352014
Adora3,0.36,-1.677233,3.620554,2.817036
Adprh,0.211176,-0.338465,0.198944,0.286864
Adprhl2,0.052059,-0.569554,0.280864,0.327941
Adrb1,0.326765,-1.945831,2.744738,2.051209
Adrb2,0.162059,-2.045128,4.559992,3.644255
Adrbk1,0.306176,-2.272929,4.865123,3.923562
Adsl,0.041471,-0.579669,0.316396,0.346057
Adss,0.067059,-0.193573,0.003765,0.210025
Aebp2,0.123824,-0.346556,0.665694,0.520127
Aes,0.119706,0.396697,2.470673,1.822955
AF251705,0.801471,-0.197454,0.100141,0.24778
Afap1,0.012647,-0.687412,0.487611,0.428211
Afap1l1,0.074412,-0.961207,1.217667,0.872906
Aff1,0.150882,-1.470413,1.408953,0.998367
Aff4,0.152647,-0.386729,0.454267,0.407641
Afg3l1,0.053529,-0.152271,0.11461,0.254757
Afg3l2,0.075294,-0.285395,0.146921,0.270864
Aftph,0.330294,-1.015778,2.184521,1.581303
Aga,0.067941,0.800392,1.703501,1.208554
Agap1,0.027647,-0.915272,0.224041,0.301719
Agfg1,0.09,-0.810716,0.790219,0.587722
Aggf1,0.057059,-0.08145,0.452236,0.406698
Agl,0.015882,0.631663,0.296737,0.334047
Agmo,0.072353,-0.396307,0.32368,0.348337
Agpat2,0.032941,1.382159,2.1422,1.544614
Agpat3,0.13,-0.079424,0.174684,0.275809
Agpat5,0.054706,0.211667,0.247297,0.315601
Agpat6,0.154412,-1.811894,1.049702,0.755078
Agphd1,0.022941,0.353915,0.031569,0.220728
Agps,0.183235,-1.008183,1.885568,1.348174
Agtrap,0.058235,0.718305,1.16702,0.838543
Ahctf1,0.054412,-1.489966,0.721075,0.547245
Ahcyl1,0.115588,-0.262861,0.388581,0.372564
Ahdc1,0.046765,0.191504,0.082175,0.239912
Ahr,0.014118,NaN,0.341113,0.351359
Ahsa2,0.047647,-0.835463,0.332444,0.351831
AI314180,0.083235,-0.66884,0.119026,0.256725
AI314976,0.066471,-0.778763,0.216699,0.297547
AI316807,0.089412,0.115416,0.257136,0.316903
AI413582,0.095294,-0.141566,0.18067,0.278075
AI428936,0,NaN,NaN,NaN
AI462493,0.090588,-0.1587,0.027035,0.219557
AI467606,0.139706,-0.325112,0.303722,0.338331
AI597468,0.042353,-2.168038,0.788987,0.587182
AI607873,0.017647,0.539781,0.449732,0.405159
AI837181,0.123529,-1.049393,0.002147,0.209555
AI848100,0.075,0.353309,0.548349,0.459155
AI987944,0.086765,-3.124682,0.493825,0.430544
Aif1,1.195294,-0.36882,1.544731,1.093088
Aifm1,0.035882,-0.29142,0.123882,0.259039
Aig1,0.066471,1.201608,1.466252,1.040286
Aim2,0.118824,-1.636425,0.948951,0.680718
Aimp1,0.096765,0.184264,0.585184,0.476047
Aimp2,0.024118,-0.168038,0.319589,0.3465
Aip,0.066471,0.130724,0.040925,0.223279
Ak1,0.116176,-0.246852,0.199366,0.287108
Ak2,0.124118,-1.73939,0.413063,0.3855
Ak3,0.098824,-2.472892,1.306699,0.932336
Akap10,0.081765,-0.827547,0.10304,0.248974
Akap13,0.438824,-1.526194,3.834988,3.000666
Akap5,0.017647,-1.615497,0.491845,0.43007
Akap8,0.109118,0.024607,0.322555,0.348136
Akap8l,0.094118,0.072276,0.649776,0.510696
Akap9,0.146471,-0.307861,0.188356,0.281132
Akirin1,0.169706,-0.206039,0.194472,0.284252
Akirin2,0.432647,-1.243536,3.660045,2.850959
Akna,0.150882,-1.663058,3.350855,2.582524
Akr1a4,0.684118,0.578325,6.159158,5.137463
Akr1b10,0.170588,-0.353594,0.149403,0.271709
Akr1e1,0.017353,1.375584,0.98977,0.712369
Akr7a5,0.09,0.196626,0.247529,0.315553
Akt1,0.218529,0.121292,0.136854,0.264703
Akt3,0.027647,0.581154,0.941588,0.678766
AL646020.1,0.01,NaN,1.032198,0.743108
AL663027.1,0.371176,1.116367,11.901122,10.576106
AL928935.1,0.067353,2.147576,15.999716,14.47012
Alad,0.043824,-1.579851,0.844685,0.620877
Alas1,0.139706,-0.214332,1.023947,0.737179
Aldh16a1,0.038235,0.809594,1.130014,0.811384
Aldh2,0.066176,-0.111454,0.160051,0.275161
Aldh3a2,0.102941,-0.24421,0.0162,0.214475
Aldh6a1,0.063529,-0.600997,0.067756,0.235508
Aldh9a1,0.108235,-0.378717,0.187393,0.281571
Aldoa,0.363529,0.694925,4.049198,3.192013
Alg1,0.079412,0.600637,0.42913,0.393854
Alg10b,0.013235,0.469392,0.386434,0.371093
Alg11,0.059412,-0.196893,0.130574,0.262052
Alg2,0.047941,-0.539486,0.531879,0.4518
Alg5,0.134412,-0.015404,0.271593,0.323135
Alg6,0.023529,-1.905003,0.536348,0.45391
Alkbh1,0.054412,-0.699419,0.118071,0.256244
Alkbh5,0.171765,-0.576503,0.195108,0.284535
Alkbh7,0.020294,-0.521675,0.249628,0.31607
Alkbh8,0.020882,-2.995857,0.931443,0.675142
Alox5ap,0.819412,-1.626175,9.739707,8.512978
Alpk1,0.012647,0.763249,0.03177,0.220506
Als2,0.022941,0.775379,0.56796,0.470001
Als2cr4,0.027941,0.451931,0.064095,0.234865
Amacr,0.033235,0.077872,0.655901,0.514869
Ambra1,0.046765,0.088935,0.098634,0.247355
Amfr,0.303235,-0.183513,0.101226,0.248091
Ammecr1,0.005294,NaN,0.711839,0.543651
Ammecr1l,0.02,0.029901,0.226188,0.302864
Amotl1,0.054118,-1.884245,0.462812,0.412539
Ampd3,0.032059,-2.128867,1.489976,1.056406
Amz1,0.066176,0.485786,0.09062,0.243949
Amz2,0.03,-1.033108,0.120694,0.257282
Anapc1,0.059412,-0.241287,0.15,0.271977
Anapc13,0.124118,-0.068958,0.536609,0.45404
Anapc16,0.072941,-0.662803,0.423179,0.390137
Anapc2,0.155882,-0.335243,0.149212,0.271846
Anapc5,0.153235,0.021142,0.317849,0.346086
Angel2,0.105882,-0.402503,0.225965,0.302823
Angptl7,0.027353,0.175446,0.263128,0.320233
Ank,0.055,4.87659,51.962204,49.47467
Ank2,0.053235,-0.62349,0.254048,0.316554
Ankfy1,0.126765,-0.112227,0.10347,0.249093
Ankhd1,0.101765,-0.636882,0.11703,0.255994
Ankib1,0.059706,0.036991,0.338796,0.354213
Ankle2,0.217353,-0.339916,0.243346,0.313318
Ankra2,0.045882,0.116415,0.092062,0.244396
Ankrd10,0.104118,-0.880756,0.27185,0.323101
Ankrd11,0.235294,-1.489966,2.474985,1.824845
Ankrd12,0.070882,0.378504,0.007325,0.211347
Ankrd13a,0.180588,-0.260208,0.085916,0.24153
Ankrd16,0.007647,2.340976,1.301568,0.92849
Ankrd17,0.199118,-0.670183,0.433509,0.395986
Ankrd26,0.028235,-1.431072,0.411991,0.384776
Ankrd27,0.07,-1.362416,0.145092,0.269852
Ankrd28,0.004118,-0.39043,0.034305,0.220712
Ankrd32,0.025882,-0.135616,0.324383,0.348423
Ankrd40,0.104412,0.388193,0.419885,0.388599
Ankrd44,0.223824,-1.280359,0.604267,0.487231
Ankrd46,0.06,-0.182252,0.558511,0.464619
Ankrd49,0.018235,-0.314879,0.011933,0.212887
Ankrd52,0,NaN,0.73654,0.554191
Ankrd54,0.01,NaN,0.537648,0.453102
Ankrd57,0.225588,-0.132735,0.497754,0.43157
Anks1,0.108529,-1.095602,0.491042,0.429894
Anks3,0.041176,-1.975393,0.72246,0.547819
Ano1,0,NaN,NaN,NaN
Ano6,0.1,-1.168038,1.276989,0.91104
Anp32a,0.170882,-0.958115,2.120568,1.52939
Anp32b,0.135,-0.085576,0.134432,0.263656
Anxa3,0.360588,0.715602,2.429478,1.787519
Anxa4,0.037941,0.178287,0.623222,0.496397
Ap1b1,0.227647,-1.070741,2.182199,1.579851
Ap1g1,0.072941,-0.952309,0.523806,0.447502
Ap1m1,0.081176,-1.1891,0.914527,0.665618
Ap1s2,0.132059,-1.024413,1.475383,1.046799
Ap2m1,0.143529,-0.590981,0.362874,0.35942
Ap2s1,0.128235,0.358399,2.333046,1.70238
Ap3b1,0.152941,-0.1625,0.007993,0.21154
Ap3d1,0.132941,0.088599,0.342421,0.351816
Ap3m1,0.068824,0.37945,0.436656,0.398065
Ap4b1,0.034118,0.52857,0.913079,0.664555
Ap4s1,0.033235,-1.528785,0.459614,0.410926
Apaf1,0.025588,0.988931,0.790499,0.587828
Apbb1,0.007941,-0.600997,0.033458,0.220855
Apbb1ip,1.03,-0.626852,2.593764,1.920682
Apbb2,0.052647,2.651927,13.819744,12.394357
Apbb3,0.008824,1.625511,0.620078,0.494126
Apc,0.2,-1.292027,0.86582,0.634485
Apeh,0.045294,-1.149422,0.059536,0.232939
Apex1,0.092353,0.230828,1.19447,0.857101
Aph1a,0.025882,-1.457545,0.60476,0.487439
Api5,0.132647,-0.84547,1.062607,0.761942
Apip,0.046471,-0.638929,0.499684,0.432866
Aplp2,0.14,2.283658,13.981943,12.547782
Apoa1bp,0.112353,-1.101611,0.265043,0.320812
Apobec1,0.154706,-0.637101,0.141998,0.268468
Apoc1,0,NaN,1.226838,0.876511
Apoe,2.924118,3.428991,62.739188,59.915861
Apool,0.017353,-0.096485,0.23821,0.310306
App,0.378824,-0.339083,0.129466,0.261506
Appl1,0.085882,-0.197991,0.035558,0.221044
Aprt,0.040294,1.688126,2.368655,1.733788
Aptx,0.047059,-0.875256,0.171181,0.275139
Araf,0.106176,0.200293,0.115198,0.255108
Arap1,0.105294,0.168325,0.314435,0.34511
Arap2,0.034706,2.026135,3.213027,2.459122
Arap3,0.187353,-2.023756,3.282892,2.520263
Arcn1,0.238529,-0.992392,0.798498,0.592171
Arf1,0.367647,-0.241431,0.222058,0.300825
Arf2,0.090294,-1.260208,0.925571,0.672008
Arf3,0.120588,0.561873,0.825732,0.608428
